FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY
2904,14.515,skull,phantom3,Measured,351.566,346.644,90.413,0.1,1.1,0.1,0.708
2904,14.515,skull,phantom4,Measured,301.695,319.107,153.956,0.3,1.3,-0.6,1.189
2904,14.515,catheter,tip1,Measured,164.67,230.506,334.382,1.1,32.1,10.7,34.195
2904,14.515,catheter,tip2,Measured,160.026,234.062,393.552,8.2,47.2,-5.5,46.897
2904,14.515,catheter,tip3,Virtual,191.433,334.031,116.342,-49.8,11.2,-3.2,76.614
2904,14.515,catheter,tip4,Measured,131.892,255.042,341.201,18.9,31.5,44.3,50.667
2905,14.52,skull,phantom1,Measured,338.403,352.257,182.494,-0.3,0.2,-0.4,0.856
2905,14.52,skull,phantom2,Measured,301.962,412.571,148.518,0.7,-0.7,-1.0,1.899
2905,14.52,skull,phantom3,Measured,351.569,346.651,90.413,0.5,0.3,-0.1,0.89
2905,14.52,skull,phantom4,Measured,301.691,319.115,153.954,-0.6,0.0,-0.2,0.773
2905,14.52,catheter,tip1,Measured,164.621,230.645,334.384,-17.0,28.0,-12.0,36.322
2905,14.52,catheter,tip2,Measured,160.081,234.27,393.571,9.4,45.1,4.4,47.478
2905,14.52,catheter,tip3,Virtual,191.351,333.935,116.235,-18.8,-55.9,-50.8,70.311
2905,14.52,catheter,tip4,Measured,131.917,255.325,341.259,-9.5,59.5,-21.6,61.823
2906,14.525,skull,phantom1,Measured,338.396,352.256,182.483,-0.8,0.5,0.0,1.042
2906,14.525,skull,phantom2,Measured,301.95,412.584,148.523,-1.2,2.1,-0.9,1.618
2906,14.525,skull,phantom3,Measured,351.571,346.647,90.412,-0.6,0.3,0.7,1.106
2906,14.525,skull,phantom4,Measured,301.689,319.107,153.954,-0.2,-0.1,0.0,0.953
2906,14.525,catheter,tip1,Measured,164.5,230.786,334.262,-21.7,32.3,-10.2,38.634
2906,14.525,catheter,tip2,Measured,160.12,234.513,393.596,7.8,47.1,4.3,45.884
2906,14.525,catheter,tip3,Virtual,191.245,333.472,115.834,-25.0,-57.1,-53.2,63.942
2906,14.525,catheter,tip4,Measured,131.797,255.637,340.985,-11.1,57.5,-25.6,63.823
2907,14.53,skull,phantom1,Measured,338.395,352.262,182.494,0.3,0.6,1.5,1.129
2907,14.53,skull,phantom2,Measured,301.95,412.592,148.509,0.7,0.5,-0.1,1.704
2907,14.53,skull,phantom3,Measured,351.563,346.654,90.42,-0.8,0.7,1.4,1.133
2907,14.53,skull,phantom4,Measured,301.689,319.114,153.954,0.2,1.9,0.6,1.033
2907,14.53,catheter,tip1,Measured,164.404,230.968,334.282,-6.2,37.5,14.8,39.75
2907,14.53,catheter,tip2,Measured,160.159,234.741,393.614,6.0,43.0,1.4,44.133
2907,14.53,catheter,tip3,Virtual,191.101,333.364,115.703,-11.3,28.4,9.6,42.548
2907,14.53,catheter,tip4,Measured,131.806,255.9,341.003,18.8,47.5,37.8,58.965
2908,14.535,skull,phantom1,Measured,338.399,352.262,182.498,0.0,0.8,0.0,1.279
2908,14.535,skull,phantom2,Measured,301.957,412.589,148.522,0.0,0.9,1.4,1.112
2908,14.535,skull,phantom3,Measured,351.563,346.654,90.426,-0.6,0.3,0.0,0.876
2908,14.535,skull,phantom4,Measured,301.691,319.126,153.96,-0.2,-0.6,0.6,1.649
2908,14.535,catheter,tip1,Measured,164.438,231.161,334.41,-13.4,35.8,-0.8,39.809
2908,14.535,catheter,tip2,Measured,160.18,234.943,393.61,1.0,41.0,1.0,41.696
2908,14.535,catheter,tip3,Virtual,191.132,333.756,115.93,-3.5,7.3,-11.0,40.615
2908,14.535,catheter,tip4,Measured,131.985,256.112,341.363,5.6,48.6,7.1,58.806
2909,14.54,skull,phantom1,Measured,338.395,352.27,182.494,-0.9,0.8,0.7,1.322
2909,14.54,skull,phantom2,Measured,301.95,412.601,148.523,-0.6,0.5,0.2,1.003
2909,14.54,skull,phantom3,Measured,351.557,346.657,90.42,0.0,0.0,-0.2,0.39
2909,14.54,skull,phantom4,Measured,301.687,319.108,153.96,-1.5,-1.4,0.3,1.55
2909,14.54,catheter,tip1,Measured,164.27,231.326,334.274,-27.8,27.6,-9.9,37.833
2909,14.54,catheter,tip2,Measured,160.169,235.151,393.624,-3.7,40.4,2.1,39.843
2909,14.54,catheter,tip3,Virtual,191.066,333.437,115.593,5.1,-59.3,-47.5,44.573
2909,14.54,catheter,tip4,Measured,131.862,256.386,341.074,-13.2,54.8,-29.1,56.706
2910,14.545,skull,phantom1,Measured,338.39,352.27,182.505,-0.9,1.3,0.8,1.271
2910,14.545,skull,phantom2,Measured,301.951,412.594,148.524,-0.3,0.2,-0.4,1.2
2910,14.545,skull,phantom3,Measured,351.563,346.654,90.424,-0.1,-0.2,-0.2,0.631
2910,14.545,skull,phantom4,Measured,301.676,319.112,153.963,0.1,1.1,1.3,1.505
2910,14.545,catheter,tip1,Measured,164.16,231.437,334.311,-23.9,25.2,3.0,35.656
2910,14.545,catheter,tip2,Measured,160.143,235.347,393.631,-6.6,37.3,-0.5,37.811
2910,14.545,catheter,tip3,Virtual,191.183,333.163,115.455,19.7,-32.7,-21.7,57.95
2910,14.545,catheter,tip4,Measured,131.853,256.66,341.072,-2.2,57.2,0.9,62.485
2911,14.55,skull,phantom1,Measured,338.386,352.283,182.502,0.1,0.4,-0.5,1.273
2911,14.55,skull,phantom2,Measured,301.947,412.603,148.519,-2.2,0.4,-0.3,1.58
2911,14.55,skull,phantom3,Measured,351.556,346.655,90.418,-0.5,1.3,0.0,1.142
2911,14.55,skull,phantom4,Measured,301.688,319.119,153.973,-0.2,0.7,-0.1,1.463
2911,14.55,catheter,tip1,Measured,164.031,231.578,334.304,-15.7,26.5,7.5,34.006
2911,14.55,catheter,tip2,Measured,160.103,235.524,393.619,-11.3,33.0,-1.8,34.822
2911,14.55,catheter,tip3,Virtual,191.263,333.11,115.376,48.1,19.8,13.7,54.371
2911,14.55,catheter,tip4,Measured,131.84,256.958,341.083,14.3,57.0,31.7,62.518
2912,14.555,skull,phantom1,Measured,338.391,352.274,182.5,-0.4,1.2,0.6,1.602
2912,14.555,skull,phantom2,Measured,301.929,412.598,148.521,-1.6,1.1,0.1,1.905
2912,14.555,skull,phantom3,Measured,351.558,346.667,90.424,-0.2,1.0,1.4,1.559
2912,14.555,skull,phantom4,Measured,301.674,319.119,153.962,-0.3,1.7,-0.9,1.336
2912,14.555,catheter,tip1,Measured,164.003,231.702,334.386,-21.3,27.9,5.0,37.885
2912,14.555,catheter,tip2,Measured,160.03,235.677,393.613,-16.0,27.2,-2.5,32.09
2912,14.555,catheter,tip3,Virtual,191.664,333.361,115.592,45.7,41.2,22.2,47.814
2912,14.555,catheter,tip4,Measured,131.996,257.23,341.389,12.6,53.6,31.7,60.773
2913,14.56,skull,phantom1,Measured,338.382,352.295,182.508,-1.1,2.4,0.8,1.813
2913,14.56,skull,phantom2,Measured,301.931,412.614,148.52,0.9,-0.2,1.2,1.588
2913,14.56,skull,phantom3,Measured,351.554,346.665,90.432,0.3,-0.6,1.4,1.469
2913,14.56,skull,phantom4,Measured,301.685,319.136,153.964,0.4,0.4,1.2,1.236
2913,14.56,catheter,tip1,Measured,163.818,231.857,334.354,-38.1,25.8,-6.7,45.285
2913,14.56,catheter,tip2,Measured,159.943,235.796,393.594,-19.2,21.5,-7.1,30.167
2913,14.56,catheter,tip3,Virtual,191.72,333.522,115.598,7.2,23.0,-2.6,44.436
2913,14.56,catheter,tip4,Measured,131.966,257.494,341.4,-8.7,51.2,2.9,59.839
2914,14.565,skull,phantom1,Measured,338.38,352.298,182.508,0.2,-0.4,-1.2,1.676
2914,14.565,skull,phantom2,Measured,301.938,412.596,148.533,0.1,-1.1,0.7,2.004
2914,14.565,skull,phantom3,Measured,351.561,346.661,90.438,-0.1,-0.5,-1.0,1.321
2914,14.565,skull,phantom4,Measured,301.678,319.123,153.974,-0.3,-0.1,0.3,1.361
2914,14.565,catheter,tip1,Measured,163.622,231.96,334.319,-46.0,15.4,-23.5,48.018
2914,14.565,catheter,tip2,Measured,159.838,235.892,393.542,-21.2,16.1,-11.9,29.707
2914,14.565,catheter,tip3,Virtual,191.736,333.591,115.566,-13.2,-19.8,-36.6,112.008
2914,14.565,catheter,tip4,Measured,131.909,257.742,341.418,-29.3,47.8,-30.8,94.261
2915,14.57,skull,phantom1,Measured,338.384,352.291,182.496,-0.3,0.5,-0.8,1.211
2915,14.57,skull,phantom2,Measured,301.932,412.603,148.527,-0.1,2.4,-2.1,2.177
2915,14.57,skull,phantom3,Measured,351.553,346.66,90.422,-0.3,1.1,-0.6,1.206
2915,14.57,skull,phantom4,Measured,301.682,319.135,153.967,-0.1,2.3,-0.3,1.542
2915,14.57,catheter,tip1,Measured,163.358,232.011,334.119,-38.9,14.5,-13.5,43.956
2915,14.57,catheter,tip2,Measured,159.731,235.957,393.475,-24.7,10.1,-14.3,30.743
2915,14.57,catheter,tip3,Virtual,191.588,333.324,115.232,255.4,63.0,51.9,205.849
2915,14.57,catheter,tip4,Measured,131.673,257.972,341.092,43.5,154.7,44.7,136.631
2916,14.575,skull,phantom1,Measured,338.377,352.303,182.5,-0.4,1.1,0.7,1.191
2916,14.575,skull,phantom2,Measured,301.937,412.62,148.512,0.6,1.1,-1.6,2.216
2916,14.575,skull,phantom3,Measured,351.558,346.672,90.432,0.5,1.1,0.0,1.136
2916,14.575,skull,phantom4,Measured,301.677,319.146,153.971,-0.3,1.4,1.2,1.72
2916,14.575,catheter,tip1,Measured,163.233,232.105,334.184,-31.1,13.9,-4.1,39.831
2916,14.575,catheter,tip2,Measured,159.591,235.993,393.399,-27.9,5.3,-16.4,30.691
2916,14.575,catheter,tip3,Virtual,194.29,334.221,116.085,273.8,106.7,84.5,202.177
2916,14.575,catheter,tip4,Measured,132.344,259.289,341.865,58.2,151.6,75.6,136.724
2917,14.58,skull,phantom1,Measured,338.38,352.302,182.503,0.8,0.6,0.7,1.407
2917,14.58,skull,phantom2,Measured,301.938,412.614,148.511,-0.3,1.3,-0.5,1.521
2917,14.58,skull,phantom3,Measured,351.558,346.671,90.422,-0.1,-0.9,0.1,0.983
2917,14.58,skull,phantom4,Measured,301.679,319.149,153.979,-0.2,0.3,-0.9,1.48
2917,14.58,catheter,tip1,Measured,163.047,232.15,334.078,-37.3,6.4,-17.1,42.949
2917,14.58,catheter,tip2,Measured,159.452,236.01,393.311,-27.5,-4.0,-8.3,30.866
2917,14.58,catheter,tip3,Virtual,194.326,334.391,116.077,22.9,22.5,-5.9,156.263
2917,14.58,catheter,tip4,Measured,132.255,259.488,341.848,-35.4,44.3,-30.2,120.548
2918,14.585,skull,phantom1,Measured,338.385,352.309,182.507,0.6,0.6,-1.4,1.425
2918,14.585,skull,phantom2,Measured,301.934,412.633,148.507,0.0,1.1,0.1,1.229
2918,14.585,skull,phantom3,Measured,351.557,346.663,90.433,-0.2,0.7,-0.4,1.341
2918,14.585,skull,phantom4,Measured,301.675,319.149,153.962,0.6,0.5,-1.4,0.958
2918,14.585,catheter,tip1,Measured,162.86,232.169,334.013,-46.4,1.2,-25.6,48.925
2918,14.585,catheter,tip2,Measured,159.316,235.953,393.316,-29.3,-4.8,-8.2,35.016
2918,14.585,catheter,tip3,Virtual,194.519,334.446,116.026,-110.3,-33.9,-60.7,110.514
2918,14.585,catheter,tip4,Measured,131.99,259.732,341.563,-85.5,-1.9,-81.7,93.395
2919,14.59,skull,phantom1,Measured,338.386,352.308,182.489,0.2,0.1,-1.4,1.392
2919,14.59,skull,phantom2,Measured,301.938,412.625,148.512,0.7,-0.6,-0.7,0.999
2919,14.59,skull,phantom3,Measured,351.556,346.678,90.418,-0.4,1.2,-1.9,1.254
2919,14.59,skull,phantom4,Measured,301.685,319.154,153.965,0.1,0.2,-0.2,1.072
2919,14.59,catheter,tip1,Measured,162.583,232.162,333.822,-40.5,5.7,-32.5,43.903
2919,14.59,catheter,tip2,Measured,159.159,235.962,393.229,-35.7,7.0,-26.9,40.963
2919,14.59,catheter,tip3,Virtual,193.223,334.052,115.47,-156.6,-13.8,-60.7,163.68
2919,14.59,catheter,tip4,Measured,131.4,259.469,341.031,-73.8,-29.8,-56.6,97.891
2920,14.595,skull,phantom1,Measured,338.387,352.31,182.493,-0.2,-0.1,1.1,0.999
2920,14.595,skull,phantom2,Measured,301.941,412.627,148.5,-0.2,-0.1,-0.7,1.183
2920,14.595,skull,phantom3,Measured,351.553,346.675,90.414,0.1,-0.5,-0.4,1.441
2920,14.595,skull,phantom4,Measured,301.676,319.151,153.96,-1.0,-0.6,-0.6,0.896
2920,14.595,catheter,tip1,Measured,162.455,232.226,333.688,-13.7,15.5,-16.5,32.84
2920,14.595,catheter,tip2,Measured,158.959,236.023,393.047,-35.8,6.5,-29.5,43.398
2920,14.595,catheter,tip3,Virtual,192.953,334.308,115.419,157.5,94.2,56.9,194.854
2920,14.595,catheter,tip4,Measured,131.252,259.434,340.997,46.3,40.3,47.7,84.779
2921,14.6,skull,phantom1,Measured,338.384,352.307,182.5,-0.4,0.1,-0.2,0.98
2921,14.6,skull,phantom2,Measured,301.936,412.624,148.505,-1.2,-0.7,0.9,1.243
2921,14.6,skull,phantom3,Measured,351.557,346.673,90.414,0.7,-0.9,0.8,1.041
2921,14.6,skull,phantom4,Measured,301.675,319.148,153.959,-0.4,-0.8,0.6,1.598
2921,14.6,catheter,tip1,Measured,162.446,232.317,333.657,-10.8,11.8,-11.7,32.982
2921,14.6,catheter,tip2,Measured,158.801,236.027,392.934,-32.3,3.0,-20.0,37.864
2921,14.6,catheter,tip3,Virtual,194.798,334.994,116.039,205.5,68.8,56.3,189.775
2921,14.6,catheter,tip4,Measured,131.863,259.872,341.508,50.1,48.8,36.6,94.162
2922,14.605,skull,phantom1,Measured,338.383,352.311,182.491,-0.5,-1.2,0.4,1.443
2922,14.605,skull,phantom2,Measured,301.929,412.62,148.509,0.3,-1.1,0.7,2.166
2922,14.605,skull,phantom3,Measured,351.56,346.666,90.422,-0.1,-1.0,0.4,1.155
2922,14.605,skull,phantom4,Measured,301.672,319.143,153.966,-0.3,-1.3,2.0,1.549
2922,14.605,catheter,tip1,Measured,162.347,232.344,333.571,-36.2,18.1,-33.7,37.246
2922,14.605,catheter,tip2,Measured,158.636,236.053,392.847,-26.4,-0.3,-11.1,30.987
2922,14.605,catheter,tip3,Virtual,195.008,334.996,115.982,-142.1,25.5,-51.5,173.678
2922,14.605,catheter,tip4,Measured,131.753,259.922,341.363,-87.0,-17.4,-89.2,109.831
2923,14.61,skull,phantom1,Measured,338.379,352.295,182.504,0.1,-2.5,0.2,1.926
2923,14.61,skull,phantom2,Measured,301.939,412.613,148.512,2.1,-2.8,-0.2,2.049
2923,14.61,skull,phantom3,Measured,351.556,346.663,90.418,-0.5,-0.8,-0.3,1.007
2923,14.61,skull,phantom4,Measured,301.672,319.135,153.979,0.0,-1.0,-0.6,1.91
2923,14.61,catheter,tip1,Measured,162.084,232.498,333.32,-23.2,10.7,-29.8,34.364
2923,14.61,catheter,tip2,Measured,158.537,236.024,392.823,-22.7,3.6,-12.6,33.352
2923,14.61,catheter,tip3,Virtual,193.377,335.249,115.524,-131.0,-1.8,-59.4,124.791
2923,14.61,catheter,tip4,Measured,130.993,259.698,340.616,-84.7,-21.6,-89.0,94.544
2924,14.615,skull,phantom1,Measured,338.384,352.286,182.493,0.2,-1.8,-0.6,2.027
2924,14.615,skull,phantom2,Measured,301.95,412.592,148.507,-0.1,-1.2,0.5,2.538
2924,14.615,skull,phantom3,Measured,351.555,346.658,90.419,-0.8,-0.5,-0.1,1.12
2924,14.615,skull,phantom4,Measured,301.672,319.133,153.96,0.4,-1.5,-1.5,1.889
2924,14.615,catheter,tip1,Measured,162.115,232.451,333.273,-0.5,-2.4,-10.9,21.534
2924,14.615,catheter,tip2,Measured,158.409,236.089,392.721,-26.5,23.0,-28.5,35.035
2924,14.615,catheter,tip3,Virtual,193.698,334.978,115.388,21.4,-61.8,-41.1,137.027
2924,14.615,catheter,tip4,Measured,130.906,259.706,340.473,-18.9,-5.4,-26.6,74.343
2925,14.62,skull,phantom1,Measured,338.381,352.277,182.498,0.0,-1.4,0.9,1.793
2925,14.62,skull,phantom2,Measured,301.938,412.601,148.517,-1.3,-1.9,1.6,2.379
2925,14.62,skull,phantom3,Measured,351.548,346.658,90.417,-0.3,-0.7,1.2,1.497
2925,14.62,skull,phantom4,Measured,301.676,319.12,153.964,-0.2,-1.6,1.7,2.01
2925,14.62,catheter,tip1,Measured,162.079,232.474,333.211,4.0,13.6,-0.1,16.002
2925,14.62,catheter,tip2,Measured,158.272,236.254,392.538,-20.0,20.0,-18.3,36.599
2925,14.62,catheter,tip3,Virtual,193.591,334.631,115.113,187.9,11.8,25.5,96.673
2925,14.62,catheter,tip4,Measured,130.804,259.644,340.35,37.9,51.1,14.3,41.858
2926,14.625,skull,phantom1,Measured,338.384,352.272,182.502,-0.7,-1.4,0.9,1.95
2926,14.625,skull,phantom2,Measured,301.937,412.573,148.523,0.8,-2.3,1.8,2.466
2926,14.625,skull,phantom3,Measured,351.552,346.651,90.431,-0.3,-2.1,0.0,1.949
2926,14.625,skull,phantom4,Measured,301.67,319.117,153.977,-0.9,-1.2,-0.3,2.316
2926,14.625,catheter,tip1,Measured,162.155,232.587,333.272,-6.8,17.7,-12.4,21.016
2926,14.625,catheter,tip2,Measured,158.209,236.289,392.538,-15.2,23.1,-13.8,35.326
2926,14.625,catheter,tip3,Virtual,195.577,335.096,115.643,14.9,1.2,-17.2,77.686
2926,14.625,catheter,tip4,Measured,131.285,260.217,340.616,-10.0,17.5,-18.4,36.396
2927,14.63,skull,phantom1,Measured,338.374,352.263,182.507,-0.1,-2.3,0.6,2.068
2927,14.63,skull,phantom2,Measured,301.946,412.578,148.535,-0.1,1.2,1.0,4.455
2927,14.63,skull,phantom3,Measured,351.545,346.637,90.417,-0.1,-2.3,-0.1,1.842
2927,14.63,skull,phantom4,Measured,301.667,319.108,153.961,0.3,-1.9,-2.4,1.582
2927,14.63,catheter,tip1,Measured,162.011,232.651,333.087,-6.2,21.6,-13.5,30.616
2927,14.63,catheter,tip2,Measured,158.12,236.485,392.4,-12.2,34.9,-18.6,32.116
2927,14.63,catheter,tip3,Virtual,193.74,334.643,114.941,-2.8,-5.9,-19.2,29.291
2927,14.63,catheter,tip4,Measured,130.704,259.819,340.166,9.4,11.7,7.3,29.21
2928,14.635,skull,phantom1,Measured,338.383,352.249,182.508,-0.2,-2.0,-0.2,2.124
2928,14.635,skull,phantom2,Measured,301.936,412.585,148.533,-4.6,7.4,1.0,4.147
2928,14.635,skull,phantom3,Measured,351.551,346.628,90.43,0.6,-0.9,0.2,1.47
2928,14.635,skull,phantom4,Measured,301.673,319.098,153.953,0.1,-0.1,0.0,1.761
2928,14.635,catheter,tip1,Measured,162.093,232.803,333.137,-17.3,38.1,-9.8,34.751
2928,14.635,catheter,tip2,Measured,158.087,236.638,392.352,-2.6,23.9,0.9,32.93
2928,14.635,catheter,tip3,Virtual,195.549,335.037,115.451,15.5,42.0,-1.8,91.837
2928,14.635,catheter,tip4,Measured,131.379,260.334,340.689,0.1,39.9,-17.7,51.391
2929,14.64,skull,phantom1,Measured,338.372,352.243,182.505,-0.4,-1.8,-0.7,1.705
2929,14.64,skull,phantom2,Measured,301.9,412.652,148.545,0.1,-2.1,-0.1,4.075
2929,14.64,skull,phantom3,Measured,351.551,346.628,90.419,-0.4,0.9,-0.2,1.17
2929,14.64,skull,phantom4,Measured,301.668,319.107,153.961,0.9,-1.1,1.5,1.604
2929,14.64,catheter,tip1,Measured,161.838,233.032,332.989,-22.5,21.9,-15.6,33.064
2929,14.64,catheter,tip2,Measured,158.094,236.724,392.409,-2.2,32.8,-5.6,34.346
2929,14.64,catheter,tip3,Virtual,193.895,335.063,114.923,-186.9,-50.9,-82.2,108.274
2929,14.64,catheter,tip4,Measured,130.705,260.218,339.989,-69.6,-5.4,-62.7,57.047
2930,14.645,skull,phantom1,Measured,338.379,352.231,182.501,-0.3,-0.6,-0.9,1.753
2930,14.645,skull,phantom2,Measured,301.937,412.564,148.532,0.3,-1.3,-0.2,3.714
2930,14.645,skull,phantom3,Measured,351.547,346.637,90.428,-0.7,0.2,1.2,1.474
2930,14.645,skull,phantom4,Measured,301.682,319.087,153.968,0.1,-2.6,-0.1,2.369
2930,14.645,catheter,tip1,Measured,161.868,233.022,332.981,-8.6,18.5,-5.6,33.007
2930,14.645,catheter,tip2,Measured,158.065,236.966,392.296,-1.4,42.6,-16.3,38.965
2930,14.645,catheter,tip3,Virtual,193.68,334.528,114.629,-46.2,-36.6,-37.0,106.569
2930,14.645,catheter,tip4,Measured,130.683,260.28,340.062,-1.7,31.8,10.9,60.128
2931,14.65,skull,phantom1,Measured,338.369,352.237,182.496,-0.2,-2.0,0.8,2.181
2931,14.65,skull,phantom2,Measured,301.903,412.639,148.543,-3.4,6.3,2.8,3.483
2931,14.65,skull,phantom3,Measured,351.544,346.63,90.431,0.6,-1.7,-0.9,1.91
2931,14.65,skull,phantom4,Measured,301.669,319.081,153.96,-1.5,-1.2,-1.5,1.998
2931,14.65,catheter,tip1,Measured,161.752,233.217,332.933,-19.5,36.2,-11.9,37.278
2931,14.65,catheter,tip2,Measured,158.08,237.15,392.246,2.0,37.3,-6.5,41.046
2931,14.65,catheter,tip3,Virtual,193.433,334.697,114.553,-28.6,21.4,-17.3,90.779
2931,14.65,catheter,tip4,Measured,130.688,260.536,340.098,1.7,52.8,2.6,72.556
2932,14.655,skull,phantom1,Measured,338.377,352.211,182.509,0.4,-3.0,1.2,2.199
2932,14.655,skull,phantom2,Measured,301.903,412.627,148.56,-1.0,-0.8,0.6,3.394
2932,14.655,skull,phantom3,Measured,351.553,346.62,90.419,0.2,-2.3,0.1,1.801
2932,14.655,skull,phantom4,Measured,301.667,319.075,153.953,0.1,-0.9,0.3,1.639
2932,14.655,catheter,tip1,Measured,161.673,233.384,332.862,-14.0,45.7,2.7,46.325
2932,14.655,catheter,tip2,Measured,158.085,237.339,392.231,2.2,39.5,-1.5,37.788
2932,14.655,catheter,tip3,Virtual,193.394,334.742,114.456,144.4,61.5,44.2,122.049
2932,14.655,catheter,tip4,Measured,130.7,260.808,340.088,71.1,92.2,60.3,103.551
2933,14.66,skull,phantom1,Measured,338.373,352.207,182.508,-1.1,-0.3,-0.3,2.013
2933,14.66,skull,phantom2,Measured,301.893,412.631,148.549,-1.0,-0.1,-0.4,1.52
2933,14.66,skull,phantom3,Measured,351.546,346.607,90.432,-0.6,-0.8,0.4,1.412
2933,14.66,skull,phantom4,Measured,301.67,319.072,153.963,-1.2,-0.5,0.8,1.661
2933,14.66,catheter,tip1,Measured,161.612,233.674,332.96,-17.5,44.3,8.0,45.889
2933,14.66,catheter,tip2,Measured,158.102,237.545,392.231,5.2,34.7,7.4,39.036
2933,14.66,catheter,tip3,Virtual,194.877,335.312,114.995,151.8,47.2,37.8,120.53
2933,14.66,catheter,tip4,Measured,131.399,261.458,340.701,55.3,106.9,39.4,107.539
2934,14.665,skull,phantom1,Measured,338.366,352.208,182.506,-0.5,-1.4,0.6,1.631
2934,14.665,skull,phantom2,Measured,301.893,412.626,148.556,-0.7,-1.1,1.6,1.885
2934,14.665,skull,phantom3,Measured,351.547,346.612,90.423,-0.2,0.8,0.2,1.596
2934,14.665,skull,phantom4,Measured,301.655,319.07,153.961,-2.1,-0.4,-1.3,1.739
2934,14.665,catheter,tip1,Measured,161.498,233.827,332.942,-25.8,32.2,-4.4,44.072
2934,14.665,catheter,tip2,Measured,158.137,237.686,392.305,-1.3,41.5,-3.4,39.868
2934,14.665,catheter,tip3,Virtual,194.912,335.214,114.834,-2.1,-22.5,-26.9,125.376
2934,14.665,catheter,tip4,Measured,131.253,261.877,340.482,2.3,64.8,1.5,86.484
2935,14.67,skull,phantom1,Measured,338.368,352.193,182.514,-1.1,-1.0,1.5,1.941
2935,14.67,skull,phantom2,Measured,301.886,412.62,148.565,-2.3,0.1,1.0,2.188
2935,14.67,skull,phantom3,Measured,351.544,346.615,90.434,-1.9,-1.7,1.3,2.013
2935,14.67,skull,phantom4,Measured,301.649,319.068,153.95,-0.4,-1.1,0.2,2.046
2935,14.67,catheter,tip1,Measured,161.354,233.996,332.916,-36.3,19.0,-11.0,44.611
2935,14.67,catheter,tip2,Measured,158.089,237.96,392.197,-5.3,41.4,-5.4,41.288
2935,14.67,catheter,tip3,Virtual,194.856,335.087,114.726,-132.5,-86.9,-80.2,138.687
2935,14.67,catheter,tip4,Measured,131.422,262.106,340.716,-48.4,31.4,-35.9,75.379
2936,14.675,skull,phantom1,Measured,338.355,352.198,182.521,-2.0,0.3,0.6,1.951
2936,14.675,skull,phantom2,Measured,301.87,412.627,148.566,-1.8,0.6,0.6,2.237
2936,14.675,skull,phantom3,Measured,351.528,346.595,90.436,-1.5,-1.4,1.1,2.194
2936,14.675,skull,phantom4,Measured,301.651,319.059,153.963,-0.2,-2.0,1.4,1.86
2936,14.675,catheter,tip1,Measured,161.135,234.017,332.832,-42.6,21.6,-14.5,56.322
2936,14.675,catheter,tip2,Measured,158.084,238.1,392.251,-9.2,38.6,-5.9,43.497
2936,14.675,catheter,tip3,Virtual,193.587,334.345,114.032,-171.1,-69.6,-85.0,156.764
2936,14.675,catheter,tip4,Measured,130.769,262.191,340.123,-71.3,31.7,-51.2,75.147
2937,14.68,skull,phantom1,Measured,338.348,352.196,182.52,-1.5,-0.4,0.5,1.607
2937,14.68,skull,phantom2,Measured,301.868,412.626,148.571,-0.5,-0.8,2.0,2.072
2937,14.68,skull,phantom3,Measured,351.529,346.601,90.445,-0.8,0.3,1.1,1.404
2937,14.68,skull,phantom4,Measured,301.647,319.048,153.964,-1.0,-1.4,0.9,2.009
2937,14.68,catheter,tip1,Measured,160.928,234.212,332.771,-53.2,52.2,-17.8,69.0
2937,14.68,catheter,tip2,Measured,157.997,238.346,392.138,-16.5,42.9,-14.8,39.998
2937,14.68,catheter,tip3,Virtual,193.145,334.391,113.876,-71.0,51.7,-16.5,147.886
2937,14.68,catheter,tip4,Measured,130.709,262.423,340.204,-9.4,62.9,8.5,98.513
2938,14.685,skull,phantom1,Measured,338.34,352.194,182.526,-0.8,-0.2,0.7,1.061
2938,14.685,skull,phantom2,Measured,301.865,412.619,148.586,-0.9,-0.6,1.7,2.229
2938,14.685,skull,phantom3,Measured,351.52,346.598,90.447,0.2,-0.4,0.2,0.92
2938,14.685,skull,phantom4,Measured,301.641,319.045,153.972,-1.4,0.6,0.6,1.786
2938,14.685,catheter,tip1,Measured,160.603,234.539,332.654,-57.3,53.6,-17.8,73.735
2938,14.685,catheter,tip2,Measured,157.919,238.529,392.103,-14.5,28.0,1.9,38.96
2938,14.685,catheter,tip3,Virtual,192.877,334.862,113.867,113.9,90.9,39.4,126.844
2938,14.685,catheter,tip4,Measured,130.675,262.82,340.208,44.9,123.6,42.0,113.685
2939,14.69,skull,phantom1,Measured,338.34,352.194,182.527,-0.3,0.3,0.2,0.898
2939,14.69,skull,phantom2,Measured,301.859,412.62,148.588,-1.4,2.0,-0.3,2.725
2939,14.69,skull,phantom3,Measured,351.531,346.597,90.447,-0.2,0.8,-0.3,1.114
2939,14.69,skull,phantom4,Measured,301.633,319.054,153.97,-1.2,1.3,-0.2,1.448
2939,14.69,catheter,tip1,Measured,160.355,234.748,332.593,-52.2,35.7,-10.6,69.389
2939,14.69,catheter,tip2,Measured,157.852,238.626,392.157,-19.2,31.0,-6.3,37.177
2939,14.69,catheter,tip3,Virtual,194.284,335.3,114.27,133.9,29.7,29.1,104.686
2939,14.69,catheter,tip4,Measured,131.158,263.659,340.624,58.4,110.1,61.2,115.68
